Indicator,State,Phase,Time Period,Time Period Start Date,Time Period End Date,Percent of Population,Region
Symptoms of Anxiety Disorder or Depressive Disorder,New York,3.2,39,2021-09-29,2021-10-11,29.6,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,3.2,39,2021-09-29,2021-10-11,35.0,South
Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,3.2,39,2021-09-29,2021-10-11,33.3,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,3.2,39,2021-09-29,2021-10-11,26.4,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,3.2,39,2021-09-29,2021-10-11,37.7,South
Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,3.2,39,2021-09-29,2021-10-11,34.6,West
Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,3.2,39,2021-09-29,2021-10-11,33.8,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,3.2,39,2021-09-29,2021-10-11,37.3,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,3.2,39,2021-09-29,2021-10-11,30.2,South
Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,3.2,39,2021-09-29,2021-10-11,24.7,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,3.2,39,2021-09-29,2021-10-11,34.6,South
Symptoms of Anxiety Disorder or Depressive Disorder,Texas,3.2,39,2021-09-29,2021-10-11,34.2,South
Symptoms of Anxiety Disorder or Depressive Disorder,Utah,3.2,39,2021-09-29,2021-10-11,31.1,West
Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,3.2,39,2021-09-29,2021-10-11,33.6,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,3.2,39,2021-09-29,2021-10-11,27.9,South
Symptoms of Anxiety Disorder or Depressive Disorder,Washington,3.2,39,2021-09-29,2021-10-11,33.5,West
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,3.2,39,2021-09-29,2021-10-11,31.7,South
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,3.2,39,2021-09-29,2021-10-11,22.9,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,3.2,39,2021-09-29,2021-10-11,29.5,West
Symptoms of Depressive Disorder,Alabama,3.3,40,2021-12-01,2021-12-13,26.2,South
Symptoms of Depressive Disorder,Alaska,3.3,40,2021-12-01,2021-12-13,22.5,West
Symptoms of Depressive Disorder,Arizona,3.3,40,2021-12-01,2021-12-13,22.4,West
Symptoms of Depressive Disorder,Arkansas,3.3,40,2021-12-01,2021-12-13,25.1,South
Symptoms of Depressive Disorder,California,3.3,40,2021-12-01,2021-12-13,21.5,West
Symptoms of Depressive Disorder,Colorado,3.3,40,2021-12-01,2021-12-13,22.2,West
Symptoms of Depressive Disorder,Connecticut,3.3,40,2021-12-01,2021-12-13,21.1,Northeast
Symptoms of Depressive Disorder,Delaware,3.3,40,2021-12-01,2021-12-13,16.3,South
Symptoms of Depressive Disorder,District of Columbia,3.3,40,2021-12-01,2021-12-13,20.7,South
Symptoms of Depressive Disorder,Florida,3.3,40,2021-12-01,2021-12-13,19.3,South
Symptoms of Depressive Disorder,Georgia,3.3,40,2021-12-01,2021-12-13,22.4,South
Symptoms of Depressive Disorder,Hawaii,3.3,40,2021-12-01,2021-12-13,22.1,West
Symptoms of Depressive Disorder,Idaho,3.3,40,2021-12-01,2021-12-13,22.1,West
Symptoms of Depressive Disorder,Illinois,3.3,40,2021-12-01,2021-12-13,18.0,Midwest
Symptoms of Depressive Disorder,Indiana,3.3,40,2021-12-01,2021-12-13,21.7,Midwest
Symptoms of Depressive Disorder,Iowa,3.3,40,2021-12-01,2021-12-13,20.7,Midwest
Symptoms of Depressive Disorder,Kansas,3.3,40,2021-12-01,2021-12-13,21.6,Midwest
Symptoms of Depressive Disorder,Kentucky,3.3,40,2021-12-01,2021-12-13,28.2,South
Symptoms of Depressive Disorder,Louisiana,3.3,40,2021-12-01,2021-12-13,25.5,South
Symptoms of Depressive Disorder,Maine,3.3,40,2021-12-01,2021-12-13,20.0,Northeast
Symptoms of Depressive Disorder,Maryland,3.3,40,2021-12-01,2021-12-13,19.5,South
Symptoms of Depressive Disorder,Massachusetts,3.3,40,2021-12-01,2021-12-13,20.4,Northeast
Symptoms of Depressive Disorder,Michigan,3.3,40,2021-12-01,2021-12-13,22.4,Midwest
Symptoms of Depressive Disorder,Minnesota,3.3,40,2021-12-01,2021-12-13,17.9,Midwest
Symptoms of Depressive Disorder,Mississippi,3.3,40,2021-12-01,2021-12-13,23.2,South
Symptoms of Depressive Disorder,Missouri,3.3,40,2021-12-01,2021-12-13,22.1,Midwest
Symptoms of Depressive Disorder,Montana,3.3,40,2021-12-01,2021-12-13,17.8,West
Symptoms of Depressive Disorder,Nebraska,3.3,40,2021-12-01,2021-12-13,17.7,Midwest
Symptoms of Depressive Disorder,Nevada,3.3,40,2021-12-01,2021-12-13,27.4,West
Symptoms of Depressive Disorder,New Hampshire,3.3,40,2021-12-01,2021-12-13,21.1,Northeast
Symptoms of Depressive Disorder,New Jersey,3.3,40,2021-12-01,2021-12-13,18.7,Northeast
Symptoms of Depressive Disorder,New Mexico,3.3,40,2021-12-01,2021-12-13,26.9,West
Symptoms of Depressive Disorder,New York,3.3,40,2021-12-01,2021-12-13,23.1,Northeast
Symptoms of Depressive Disorder,North Carolina,3.3,40,2021-12-01,2021-12-13,21.2,South
Symptoms of Depressive Disorder,North Dakota,3.3,40,2021-12-01,2021-12-13,21.1,Midwest
Symptoms of Depressive Disorder,Ohio,3.3,40,2021-12-01,2021-12-13,20.3,Midwest
Symptoms of Depressive Disorder,Oklahoma,3.3,40,2021-12-01,2021-12-13,28.2,South
Symptoms of Depressive Disorder,Oregon,3.3,40,2021-12-01,2021-12-13,25.9,West
Symptoms of Depressive Disorder,Pennsylvania,3.3,40,2021-12-01,2021-12-13,19.2,Northeast
Symptoms of Depressive Disorder,Rhode Island,3.3,40,2021-12-01,2021-12-13,19.3,Northeast
Symptoms of Depressive Disorder,South Carolina,3.3,40,2021-12-01,2021-12-13,18.1,South
Symptoms of Depressive Disorder,South Dakota,3.3,40,2021-12-01,2021-12-13,17.3,Midwest
Symptoms of Depressive Disorder,Tennessee,3.3,40,2021-12-01,2021-12-13,20.3,South
Symptoms of Depressive Disorder,Texas,3.3,40,2021-12-01,2021-12-13,21.2,South
Symptoms of Depressive Disorder,Utah,3.3,40,2021-12-01,2021-12-13,22.6,West
Symptoms of Depressive Disorder,Vermont,3.3,40,2021-12-01,2021-12-13,18.8,Northeast
Symptoms of Depressive Disorder,Virginia,3.3,40,2021-12-01,2021-12-13,22.4,South
Symptoms of Depressive Disorder,Washington,3.3,40,2021-12-01,2021-12-13,23.7,West
Symptoms of Depressive Disorder,West Virginia,3.3,40,2021-12-01,2021-12-13,25.2,South
Symptoms of Depressive Disorder,Wisconsin,3.3,40,2021-12-01,2021-12-13,18.0,Midwest
Symptoms of Depressive Disorder,Wyoming,3.3,40,2021-12-01,2021-12-13,24.2,West
Symptoms of Anxiety Disorder,Alabama,3.3,40,2021-12-01,2021-12-13,27.0,South
Symptoms of Anxiety Disorder,Alaska,3.3,40,2021-12-01,2021-12-13,34.1,West
Symptoms of Anxiety Disorder,Arizona,3.3,40,2021-12-01,2021-12-13,26.9,West
Symptoms of Anxiety Disorder,Arkansas,3.3,40,2021-12-01,2021-12-13,29.7,South
Symptoms of Anxiety Disorder,California,3.3,40,2021-12-01,2021-12-13,25.2,West
Symptoms of Anxiety Disorder,Colorado,3.3,40,2021-12-01,2021-12-13,27.9,West
Symptoms of Anxiety Disorder,Connecticut,3.3,40,2021-12-01,2021-12-13,25.7,Northeast
Symptoms of Anxiety Disorder,Delaware,3.3,40,2021-12-01,2021-12-13,23.4,South
Symptoms of Anxiety Disorder,District of Columbia,3.3,40,2021-12-01,2021-12-13,27.2,South
Symptoms of Anxiety Disorder,Florida,3.3,40,2021-12-01,2021-12-13,24.9,South
Symptoms of Anxiety Disorder,Georgia,3.3,40,2021-12-01,2021-12-13,25.5,South
Symptoms of Anxiety Disorder,Hawaii,3.3,40,2021-12-01,2021-12-13,27.2,West
Symptoms of Anxiety Disorder,Idaho,3.3,40,2021-12-01,2021-12-13,28.7,West
Symptoms of Anxiety Disorder,Illinois,3.3,40,2021-12-01,2021-12-13,23.8,Midwest
Symptoms of Anxiety Disorder,Indiana,3.3,40,2021-12-01,2021-12-13,24.9,Midwest
Symptoms of Anxiety Disorder,Iowa,3.3,40,2021-12-01,2021-12-13,26.4,Midwest
Symptoms of Anxiety Disorder,Kansas,3.3,40,2021-12-01,2021-12-13,24.9,Midwest
Symptoms of Anxiety Disorder,Kentucky,3.3,40,2021-12-01,2021-12-13,33.5,South
Symptoms of Anxiety Disorder,Louisiana,3.3,40,2021-12-01,2021-12-13,36.7,South
Symptoms of Anxiety Disorder,Maine,3.3,40,2021-12-01,2021-12-13,25.9,Northeast
Symptoms of Anxiety Disorder,Maryland,3.3,40,2021-12-01,2021-12-13,23.6,South
Symptoms of Anxiety Disorder,Massachusetts,3.3,40,2021-12-01,2021-12-13,25.4,Northeast
Symptoms of Anxiety Disorder,Michigan,3.3,40,2021-12-01,2021-12-13,27.5,Midwest
Symptoms of Anxiety Disorder,Minnesota,3.3,40,2021-12-01,2021-12-13,23.2,Midwest
Symptoms of Anxiety Disorder,Mississippi,3.3,40,2021-12-01,2021-12-13,26.3,South
Symptoms of Anxiety Disorder,Missouri,3.3,40,2021-12-01,2021-12-13,29.0,Midwest
Symptoms of Anxiety Disorder,Montana,3.3,40,2021-12-01,2021-12-13,28.4,West
Symptoms of Anxiety Disorder,Nebraska,3.3,40,2021-12-01,2021-12-13,27.2,Midwest
Symptoms of Anxiety Disorder,Nevada,3.3,40,2021-12-01,2021-12-13,30.9,West
Symptoms of Anxiety Disorder,New Hampshire,3.3,40,2021-12-01,2021-12-13,27.0,Northeast
Symptoms of Anxiety Disorder,New Jersey,3.3,40,2021-12-01,2021-12-13,22.9,Northeast
Symptoms of Anxiety Disorder,New Mexico,3.3,40,2021-12-01,2021-12-13,28.5,West
Symptoms of Anxiety Disorder,New York,3.3,40,2021-12-01,2021-12-13,29.1,Northeast
Symptoms of Anxiety Disorder,North Carolina,3.3,40,2021-12-01,2021-12-13,25.0,South
Symptoms of Anxiety Disorder,North Dakota,3.3,40,2021-12-01,2021-12-13,29.9,Midwest
Symptoms of Anxiety Disorder,Ohio,3.3,40,2021-12-01,2021-12-13,26.5,Midwest
Symptoms of Anxiety Disorder,Oklahoma,3.3,40,2021-12-01,2021-12-13,34.2,South
Symptoms of Anxiety Disorder,Oregon,3.3,40,2021-12-01,2021-12-13,31.1,West
Symptoms of Anxiety Disorder,Pennsylvania,3.3,40,2021-12-01,2021-12-13,26.0,Northeast
Symptoms of Anxiety Disorder,Rhode Island,3.3,40,2021-12-01,2021-12-13,25.9,Northeast
Symptoms of Anxiety Disorder,South Carolina,3.3,40,2021-12-01,2021-12-13,23.0,South
Symptoms of Anxiety Disorder,South Dakota,3.3,40,2021-12-01,2021-12-13,20.6,Midwest
Symptoms of Anxiety Disorder,Tennessee,3.3,40,2021-12-01,2021-12-13,26.8,South
Symptoms of Anxiety Disorder,Texas,3.3,40,2021-12-01,2021-12-13,24.9,South
Symptoms of Anxiety Disorder,Utah,3.3,40,2021-12-01,2021-12-13,28.0,West
Symptoms of Anxiety Disorder,Vermont,3.3,40,2021-12-01,2021-12-13,28.1,Northeast
Symptoms of Anxiety Disorder,Virginia,3.3,40,2021-12-01,2021-12-13,28.7,South
Symptoms of Anxiety Disorder,Washington,3.3,40,2021-12-01,2021-12-13,30.1,West
Symptoms of Anxiety Disorder,West Virginia,3.3,40,2021-12-01,2021-12-13,36.5,South
Symptoms of Anxiety Disorder,Wisconsin,3.3,40,2021-12-01,2021-12-13,23.1,Midwest
Symptoms of Anxiety Disorder,Wyoming,3.3,40,2021-12-01,2021-12-13,29.0,West
Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,3.3,40,2021-12-01,2021-12-13,32.1,South
Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,3.3,40,2021-12-01,2021-12-13,37.8,West
Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,3.3,40,2021-12-01,2021-12-13,31.2,West
Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,3.3,40,2021-12-01,2021-12-13,34.4,South
Symptoms of Anxiety Disorder or Depressive Disorder,California,3.3,40,2021-12-01,2021-12-13,30.4,West
Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,3.3,40,2021-12-01,2021-12-13,33.2,West
Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,3.3,40,2021-12-01,2021-12-13,29.3,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,3.3,40,2021-12-01,2021-12-13,26.3,South
Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,3.3,40,2021-12-01,2021-12-13,31.1,South
Symptoms of Anxiety Disorder or Depressive Disorder,Florida,3.3,40,2021-12-01,2021-12-13,28.8,South
Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,3.3,40,2021-12-01,2021-12-13,29.9,South
Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,3.3,40,2021-12-01,2021-12-13,31.9,West
Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,3.3,40,2021-12-01,2021-12-13,32.2,West
Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,3.3,40,2021-12-01,2021-12-13,27.6,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,3.3,40,2021-12-01,2021-12-13,30.2,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,3.3,40,2021-12-01,2021-12-13,29.8,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,3.3,40,2021-12-01,2021-12-13,31.1,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,3.3,40,2021-12-01,2021-12-13,36.7,South
Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,3.3,40,2021-12-01,2021-12-13,38.7,South
Symptoms of Anxiety Disorder or Depressive Disorder,Maine,3.3,40,2021-12-01,2021-12-13,30.9,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,3.3,40,2021-12-01,2021-12-13,28.2,South
Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,3.3,40,2021-12-01,2021-12-13,30.2,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,3.3,40,2021-12-01,2021-12-13,31.4,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,3.3,40,2021-12-01,2021-12-13,27.9,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,3.3,40,2021-12-01,2021-12-13,31.7,South
Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,3.3,40,2021-12-01,2021-12-13,32.8,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Montana,3.3,40,2021-12-01,2021-12-13,30.1,West
Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,3.3,40,2021-12-01,2021-12-13,30.5,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,3.3,40,2021-12-01,2021-12-13,36.3,West
Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,3.3,40,2021-12-01,2021-12-13,30.7,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,3.3,40,2021-12-01,2021-12-13,27.8,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,3.3,40,2021-12-01,2021-12-13,34.6,West
Symptoms of Anxiety Disorder or Depressive Disorder,New York,3.3,40,2021-12-01,2021-12-13,33.3,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,3.3,40,2021-12-01,2021-12-13,30.0,South
Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,3.3,40,2021-12-01,2021-12-13,33.4,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,3.3,40,2021-12-01,2021-12-13,30.1,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,3.3,40,2021-12-01,2021-12-13,38.3,South
Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,3.3,40,2021-12-01,2021-12-13,35.6,West
Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,3.3,40,2021-12-01,2021-12-13,28.9,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,3.3,40,2021-12-01,2021-12-13,27.8,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,3.3,40,2021-12-01,2021-12-13,25.1,South
Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,3.3,40,2021-12-01,2021-12-13,24.0,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,3.3,40,2021-12-01,2021-12-13,31.4,South
Symptoms of Anxiety Disorder or Depressive Disorder,Texas,3.3,40,2021-12-01,2021-12-13,29.5,South
Symptoms of Anxiety Disorder or Depressive Disorder,Utah,3.3,40,2021-12-01,2021-12-13,32.5,West
Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,3.3,40,2021-12-01,2021-12-13,32.2,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,3.3,40,2021-12-01,2021-12-13,31.5,South
Symptoms of Anxiety Disorder or Depressive Disorder,Washington,3.3,40,2021-12-01,2021-12-13,33.6,West
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,3.3,40,2021-12-01,2021-12-13,39.9,South
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,3.3,40,2021-12-01,2021-12-13,26.3,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,3.3,40,2021-12-01,2021-12-13,32.3,West
Symptoms of Depressive Disorder,Alabama,3.3,41,2021-12-29,2022-01-10,25.9,South
Symptoms of Depressive Disorder,Alaska,3.3,41,2021-12-29,2022-01-10,21.6,West
Symptoms of Depressive Disorder,Arizona,3.3,41,2021-12-29,2022-01-10,22.6,West
Symptoms of Depressive Disorder,Arkansas,3.3,41,2021-12-29,2022-01-10,31.4,South
Symptoms of Depressive Disorder,California,3.3,41,2021-12-29,2022-01-10,22.3,West
Symptoms of Depressive Disorder,Colorado,3.3,41,2021-12-29,2022-01-10,21.1,West
Symptoms of Depressive Disorder,Connecticut,3.3,41,2021-12-29,2022-01-10,22.3,Northeast
Symptoms of Depressive Disorder,Delaware,3.3,41,2021-12-29,2022-01-10,21.5,South
Symptoms of Depressive Disorder,District of Columbia,3.3,41,2021-12-29,2022-01-10,20.9,South
Symptoms of Depressive Disorder,Florida,3.3,41,2021-12-29,2022-01-10,24.5,South
Symptoms of Depressive Disorder,Georgia,3.3,41,2021-12-29,2022-01-10,21.8,South
Symptoms of Depressive Disorder,Hawaii,3.3,41,2021-12-29,2022-01-10,23.8,West
Symptoms of Depressive Disorder,Idaho,3.3,41,2021-12-29,2022-01-10,21.0,West
Symptoms of Depressive Disorder,Illinois,3.3,41,2021-12-29,2022-01-10,19.0,Midwest
Symptoms of Depressive Disorder,Indiana,3.3,41,2021-12-29,2022-01-10,24.1,Midwest
Symptoms of Depressive Disorder,Iowa,3.3,41,2021-12-29,2022-01-10,19.1,Midwest
Symptoms of Depressive Disorder,Kansas,3.3,41,2021-12-29,2022-01-10,20.0,Midwest
Symptoms of Depressive Disorder,Kentucky,3.3,41,2021-12-29,2022-01-10,24.8,South
Symptoms of Depressive Disorder,Louisiana,3.3,41,2021-12-29,2022-01-10,24.0,South
Symptoms of Depressive Disorder,Maine,3.3,41,2021-12-29,2022-01-10,20.7,Northeast
Symptoms of Depressive Disorder,Maryland,3.3,41,2021-12-29,2022-01-10,18.5,South
Symptoms of Depressive Disorder,Massachusetts,3.3,41,2021-12-29,2022-01-10,20.6,Northeast
Symptoms of Depressive Disorder,Michigan,3.3,41,2021-12-29,2022-01-10,24.1,Midwest
Symptoms of Depressive Disorder,Minnesota,3.3,41,2021-12-29,2022-01-10,18.6,Midwest
Symptoms of Depressive Disorder,Mississippi,3.3,41,2021-12-29,2022-01-10,26.4,South
Symptoms of Depressive Disorder,Missouri,3.3,41,2021-12-29,2022-01-10,25.3,Midwest
Symptoms of Depressive Disorder,Montana,3.3,41,2021-12-29,2022-01-10,21.8,West
Symptoms of Depressive Disorder,Nebraska,3.3,41,2021-12-29,2022-01-10,23.7,Midwest
Symptoms of Depressive Disorder,Nevada,3.3,41,2021-12-29,2022-01-10,28.8,West
Symptoms of Depressive Disorder,New Hampshire,3.3,41,2021-12-29,2022-01-10,21.0,Northeast
Symptoms of Depressive Disorder,New Jersey,3.3,41,2021-12-29,2022-01-10,22.2,Northeast
Symptoms of Depressive Disorder,New Mexico,3.3,41,2021-12-29,2022-01-10,26.7,West
Symptoms of Depressive Disorder,New York,3.3,41,2021-12-29,2022-01-10,21.1,Northeast
Symptoms of Depressive Disorder,North Carolina,3.3,41,2021-12-29,2022-01-10,20.1,South
Symptoms of Depressive Disorder,North Dakota,3.3,41,2021-12-29,2022-01-10,19.0,Midwest
Symptoms of Depressive Disorder,Ohio,3.3,41,2021-12-29,2022-01-10,24.6,Midwest
Symptoms of Depressive Disorder,Oklahoma,3.3,41,2021-12-29,2022-01-10,26.7,South
Symptoms of Depressive Disorder,Oregon,3.3,41,2021-12-29,2022-01-10,25.8,West
Symptoms of Depressive Disorder,Pennsylvania,3.3,41,2021-12-29,2022-01-10,21.0,Northeast
Symptoms of Depressive Disorder,Rhode Island,3.3,41,2021-12-29,2022-01-10,26.7,Northeast
Symptoms of Depressive Disorder,South Carolina,3.3,41,2021-12-29,2022-01-10,23.1,South
Symptoms of Depressive Disorder,South Dakota,3.3,41,2021-12-29,2022-01-10,22.2,Midwest
Symptoms of Depressive Disorder,Tennessee,3.3,41,2021-12-29,2022-01-10,24.6,South
Symptoms of Depressive Disorder,Texas,3.3,41,2021-12-29,2022-01-10,25.0,South
Symptoms of Depressive Disorder,Utah,3.3,41,2021-12-29,2022-01-10,23.6,West
Symptoms of Depressive Disorder,Vermont,3.3,41,2021-12-29,2022-01-10,22.1,Northeast
Symptoms of Depressive Disorder,Virginia,3.3,41,2021-12-29,2022-01-10,23.4,South
Symptoms of Depressive Disorder,Washington,3.3,41,2021-12-29,2022-01-10,21.4,West
Symptoms of Depressive Disorder,West Virginia,3.3,41,2021-12-29,2022-01-10,25.9,South
Symptoms of Depressive Disorder,Wisconsin,3.3,41,2021-12-29,2022-01-10,20.1,Midwest
Symptoms of Depressive Disorder,Wyoming,3.3,41,2021-12-29,2022-01-10,22.8,West
Symptoms of Anxiety Disorder,Alabama,3.3,41,2021-12-29,2022-01-10,26.7,South
Symptoms of Anxiety Disorder,Alaska,3.3,41,2021-12-29,2022-01-10,28.6,West
Symptoms of Anxiety Disorder,Arizona,3.3,41,2021-12-29,2022-01-10,30.5,West
Symptoms of Anxiety Disorder,Arkansas,3.3,41,2021-12-29,2022-01-10,36.1,South
Symptoms of Anxiety Disorder,California,3.3,41,2021-12-29,2022-01-10,27.1,West
Symptoms of Anxiety Disorder,Colorado,3.3,41,2021-12-29,2022-01-10,26.7,West
Symptoms of Anxiety Disorder,Connecticut,3.3,41,2021-12-29,2022-01-10,28.0,Northeast
Symptoms of Anxiety Disorder,Delaware,3.3,41,2021-12-29,2022-01-10,27.4,South
Symptoms of Anxiety Disorder,District of Columbia,3.3,41,2021-12-29,2022-01-10,30.3,South
Symptoms of Anxiety Disorder,Florida,3.3,41,2021-12-29,2022-01-10,28.9,South
Symptoms of Anxiety Disorder,Georgia,3.3,41,2021-12-29,2022-01-10,24.6,South
Symptoms of Anxiety Disorder,Hawaii,3.3,41,2021-12-29,2022-01-10,26.7,West
Symptoms of Anxiety Disorder,Idaho,3.3,41,2021-12-29,2022-01-10,24.4,West
Symptoms of Anxiety Disorder,Illinois,3.3,41,2021-12-29,2022-01-10,25.7,Midwest
Symptoms of Anxiety Disorder,Indiana,3.3,41,2021-12-29,2022-01-10,27.4,Midwest
Symptoms of Anxiety Disorder,Iowa,3.3,41,2021-12-29,2022-01-10,24.8,Midwest
Symptoms of Anxiety Disorder,Kansas,3.3,41,2021-12-29,2022-01-10,25.4,Midwest
Symptoms of Anxiety Disorder,Kentucky,3.3,41,2021-12-29,2022-01-10,30.3,South
Symptoms of Anxiety Disorder,Louisiana,3.3,41,2021-12-29,2022-01-10,26.6,South
Symptoms of Anxiety Disorder,Maine,3.3,41,2021-12-29,2022-01-10,28.9,Northeast
Symptoms of Anxiety Disorder,Maryland,3.3,41,2021-12-29,2022-01-10,24.9,South
Symptoms of Anxiety Disorder,Massachusetts,3.3,41,2021-12-29,2022-01-10,26.4,Northeast
Symptoms of Anxiety Disorder,Michigan,3.3,41,2021-12-29,2022-01-10,26.6,Midwest
Symptoms of Anxiety Disorder,Minnesota,3.3,41,2021-12-29,2022-01-10,22.0,Midwest
Symptoms of Anxiety Disorder,Mississippi,3.3,41,2021-12-29,2022-01-10,31.0,South
Symptoms of Anxiety Disorder,Missouri,3.3,41,2021-12-29,2022-01-10,25.1,Midwest
Symptoms of Anxiety Disorder,Montana,3.3,41,2021-12-29,2022-01-10,29.9,West
Symptoms of Anxiety Disorder,Nebraska,3.3,41,2021-12-29,2022-01-10,31.6,Midwest
Symptoms of Anxiety Disorder,Nevada,3.3,41,2021-12-29,2022-01-10,29.8,West
Symptoms of Anxiety Disorder,New Hampshire,3.3,41,2021-12-29,2022-01-10,27.2,Northeast
Symptoms of Anxiety Disorder,New Jersey,3.3,41,2021-12-29,2022-01-10,28.5,Northeast
Symptoms of Anxiety Disorder,New Mexico,3.3,41,2021-12-29,2022-01-10,33.2,West
Symptoms of Anxiety Disorder,New York,3.3,41,2021-12-29,2022-01-10,28.7,Northeast
Symptoms of Anxiety Disorder,North Carolina,3.3,41,2021-12-29,2022-01-10,25.6,South
Symptoms of Anxiety Disorder,North Dakota,3.3,41,2021-12-29,2022-01-10,22.0,Midwest
Symptoms of Anxiety Disorder,Ohio,3.3,41,2021-12-29,2022-01-10,28.0,Midwest
Symptoms of Anxiety Disorder,Oklahoma,3.3,41,2021-12-29,2022-01-10,32.2,South
Symptoms of Anxiety Disorder,Oregon,3.3,41,2021-12-29,2022-01-10,32.0,West
Symptoms of Anxiety Disorder,Pennsylvania,3.3,41,2021-12-29,2022-01-10,25.5,Northeast
Symptoms of Anxiety Disorder,Rhode Island,3.3,41,2021-12-29,2022-01-10,32.3,Northeast
Symptoms of Anxiety Disorder,South Carolina,3.3,41,2021-12-29,2022-01-10,26.5,South
Symptoms of Anxiety Disorder,South Dakota,3.3,41,2021-12-29,2022-01-10,24.7,Midwest
Symptoms of Anxiety Disorder,Tennessee,3.3,41,2021-12-29,2022-01-10,27.5,South
Symptoms of Anxiety Disorder,Texas,3.3,41,2021-12-29,2022-01-10,31.0,South
Symptoms of Anxiety Disorder,Utah,3.3,41,2021-12-29,2022-01-10,30.4,West
Symptoms of Anxiety Disorder,Vermont,3.3,41,2021-12-29,2022-01-10,30.7,Northeast
Symptoms of Anxiety Disorder,Virginia,3.3,41,2021-12-29,2022-01-10,31.7,South
Symptoms of Anxiety Disorder,Washington,3.3,41,2021-12-29,2022-01-10,28.1,West
Symptoms of Anxiety Disorder,West Virginia,3.3,41,2021-12-29,2022-01-10,31.6,South
Symptoms of Anxiety Disorder,Wisconsin,3.3,41,2021-12-29,2022-01-10,23.7,Midwest
Symptoms of Anxiety Disorder,Wyoming,3.3,41,2021-12-29,2022-01-10,29.2,West
Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,3.3,41,2021-12-29,2022-01-10,33.9,South
